principal component 1,principal component 2,target_name
1.3264690821971497,0.9420473329743866,3
-0.9063579424452787,-0.7846407900568239,0
-0.23397480765367804,-0.8671147907405015,1
-1.0379004652665995,0.4882743802656699,1
-0.7759801528924047,-0.580800218719123,0
-0.7972285463923192,0.8819592383226255,2
0.7935013418380304,0.2373942076649502,2
0.9770003595744671,-0.9065445498559646,3
-0.2230562078514925,-0.8546604085171551,3
-1.1228127647604556,-0.9529606848616935,2
0.791767255625187,-1.027945178413161,0
1.3346866523243361,0.9360027401290896,3
1.251662467778874,-0.16468313201374085,3
0.036758481640624716,1.0394889270311867,0
0.3018936938305382,-0.11413491472671268,1
1.4818204622932485,-0.21293697682739196,2
1.3097942160054592,-0.31185053635780013,3
1.3190507297933705,0.9516053464224695,1
-1.139290206499654,0.4781218518237435,1
-1.0107363052094176,-0.8954476905241129,2
-0.3868977573315574,0.2788467817435131,0
1.51939825668994,-0.20575587101752968,3
-0.5510025293566658,0.08641927376641578,0
0.5857839925402427,-1.2142131079782394,1
0.48447219316725226,-0.10310627332854894,1
-0.793588126434978,0.8849162098728554,2
1.3348631566193137,0.9450995396472767,0
-1.3019439768497465,0.1862266129506004,2
0.39295683023895744,-0.06495148875712012,1
1.1091148916901172,-0.5050288990835589,2
-0.3982599755849047,-1.0261891301670267,2
0.32661025603623334,-0.11029643868298526,0
1.328202370063241,0.937185685204077,3
1.1284445151107032,0.8223098315916556,3
-0.3551617370876944,0.040514509107652176,3
0.9899662640268175,-0.9053269724332819,3
1.125733275273067,0.8476882993393257,3
-0.17671779709777033,0.04682555188855294,3
-0.3667096140364799,-1.0468391280063936,0
-1.303429759825729,0.16632431668359574,2
0.567653724787158,-1.2177761138677494,1
1.505426450061292,-0.209820231928755,3
0.6126551917272965,-1.227319956651287,0
-0.404325568800581,-1.0335063944658485,2
0.1443050864750203,0.9628419585322446,0
-0.33993918346246904,0.026245177042765775,0
-1.290609348071982,0.19376425337279646,1
0.9764104863737496,-0.9143080751456586,0
1.328998927716829,0.9442825733795244,3
0.7623023590943372,-1.0390458247248666,0
-0.6175766330660944,-0.2642698536342723,1
-1.1022218234514656,-0.9619677580013419,2
-0.5795050042183058,0.10584618543897631,0
-0.9590155797449792,-0.6736906190485523,2
0.0970650048058555,1.023086229251954,0
-1.263283959541938,0.15522682354819,1
0.8163160920921636,0.2262471292428244,3
0.6146408948857387,0.14743009912617805,3
-1.1118586646606996,-0.9574366744160964,2
-0.4775937900260366,0.34828738524440833,3
-1.3042671379165658,0.1833247354312141,2
-1.3006905697833304,0.16430945240183067,2
-1.0449027886947895,0.49291565191260306,3
-1.0219886863189798,0.4868104562923409,0
-1.017408876079286,0.47422542432415765,0
0.5806385195089703,0.22799053670205122,0
-1.0777353868229538,0.40801037638435367,0
0.9391024796429657,0.6330856417154344,0
-1.3116854903203352,0.19288274887929882,1
-0.7670061265522651,-0.6919510154067061,0
-0.15947480560821634,0.39129614243099214,3
-0.9397365771868328,-0.6899197213643604,0
-0.5939014733342675,-0.2463477893013377,1
1.5067490290914918,-0.21693207304322693,3
-1.310368231429813,0.19293784291014243,2
1.2912425991371166,-0.30332986530084255,1
0.7828126867355953,-0.9801142739863982,3
-0.06771541829906577,0.8081593910257078,0
-1.1011915889594808,0.35176032704189697,2
0.7570333235322492,-1.0392662008482412,3
1.314509079921086,0.9436765390402445,2
1.5109074902159292,-0.21743342806494298,3
-0.5998484406371772,0.09008931454131262,0
-0.5814630713060851,1.1639745614830452,1
1.3286994869600335,-0.2807463174172779,0
1.3240465690086438,0.9341035726531349,3
-1.3073176846731893,0.18813128917067828,2
-0.3815134786162869,-1.0410700053153166,2
1.2728100645140783,-0.22721724849962363,3
-0.5720140541892292,1.1065897852449216,3
0.5644153838471259,0.2322461501330794,1
-1.1122746936362786,-0.9525199326149448,2
-0.9833852252226786,-0.8914990264186982,2
0.12311882991908621,1.0977532779746206,3
-0.08310915607959062,0.806164988427091,1
-1.3196582156272518,0.17774686525993968,3
0.5738213301943502,-1.209000434339722,3
-1.172257950782558,0.25434440732229424,2
-1.1118794457151744,0.4044528792389678,2
-0.5602156229958842,1.0546189641929407,3
-1.3156372669919016,0.19271746678676804,2
-0.5201721178077584,1.3053233543210978,1
-0.07472040179709474,0.816384130245299,0
-0.4865132598549015,1.2989922738333373,0
0.017647262198319216,-0.7571681899310455,1
1.1407056639383346,0.8617663788844089,3
-0.37244872997306305,0.30355012300585826,3
0.9844017417006773,0.8633943615621575,3
1.5245652800605127,-0.20699391012336082,3
1.331674265935122,0.9202954545181457,3
-0.41421139594749057,0.3906846772284909,0
0.5725040713038279,-1.2090555283705655,0
-0.20372296654183145,-0.8148393759307325,1
0.3785716547045691,-0.06768257543985207,2
-1.0151131945668652,0.5895876888152823,3
-0.6264898521561478,1.2056697831775816,1
0.025007823887280397,1.0368680284101424,3
0.3938580601539003,-0.059979652925125186,2
0.9372263591480995,0.6605861811796027,3
-0.9517710118501482,-0.890176769678452,0
-1.019064971238431,0.5894224067227514,2
-0.5097032186473655,1.2909587871335486,1
-0.38704267179107593,-0.09759411783428523,1
0.9835866540270777,-0.9062690797017465,3
0.12527346690044514,1.0808079532578458,3
0.3486454558738621,-0.11307089686394209,0
0.317329884911386,-0.15956529665580543,0
-1.3358813512890961,0.1820024786909677,2
-0.18180515326972793,-0.8578692353621552,0
0.5854968462351574,0.22596071948126129,2
-0.992609801026957,0.5812322998508554,0
-0.8557187064206851,-0.6557194712860888,2
1.3388477735186115,0.9319179175347154,3
-0.580298901802055,0.09516582969087133,0
-0.7726154674451697,-0.7184827659360493,1
1.06168448792102,0.9732716354368459,0
1.096774360736055,-0.5154133229942978,1
0.5834253311758526,-1.200184613719876,3
1.327698904923414,-0.29076003605113615,3
-0.37981569104775637,-1.0290012813078744,1
-0.9113156212931426,-0.787652855637895,0
-1.1127953948732126,-0.9454781384703415,2
0.7903002111031483,-0.9748669680001852,2
0.03207931927925423,1.0470320761975065,1
-0.3923525277904134,-0.07371718703459419,1
1.14510111710192,0.8581505573017735,2
-0.36645173048208557,-0.10660119097393406,0
-0.49256883876114316,0.33779277327198254,1
0.9943367297438027,-0.9136618997145599,3
-1.3238140166818493,0.17466475270899778,2
-0.5047943809799227,1.2225381444436993,0
1.3034850095108041,-0.3368538246880695,0
-0.9218536924173194,-0.788093607884644,2
-1.110020704533243,-0.9644233745298563,1
0.9857004705711877,-0.8991170974954562,2
-0.17825137112989248,-0.8175736930198706,3
0.019231427971108227,1.1320525264800443,2
-1.104161795770437,-0.956439473116788,2
-0.8661521052835074,-0.6582852758762896,1
-1.2806584900786837,0.18285801275719338,2
0.5607534135504838,-1.2116764269916112,2
0.9919754083095735,-0.8960499378835386,3
-0.6369640714562188,1.2272012855104468,0
1.5003312587243411,-0.19736034096128396,2
-1.1159358946480948,0.4064126494898893,2
-1.1061709400531925,-0.9657165076665309,2
-0.9169309167769708,-0.7779507330195161,2
0.40578256213238306,-0.04467848721323526,3
-0.39167368113229395,-1.0259136600128087,1
-0.7983364607601325,0.8776540396048771,2
-0.5783252578168699,0.12137323601836436,1
-1.068704780102692,0.5824120917495436,2
-0.2937834155753749,-0.7984430617342058,1
0.4075540103658941,-0.07005397433395072,1
-0.8596704830922514,-0.6558847533786193,2
-1.2981988846310504,0.18705853215737792,2
1.3230780288530142,-0.35945808403423457,3
1.5197787853679485,-0.19374224104093105,3
1.5133326634742634,-0.21307313531635125,3
0.790697501624784,-1.0527642164813171,0
-1.093690236540205,-0.9743875078769945,2
-0.6030599147913728,1.1701348511341512,1
0.5956301782721859,-1.2229942962503904,1
-1.2836043645739528,0.18553951415320524,2
0.5726087435651825,-1.2111805807140181,0
-0.5746519976317968,0.11098330336350216,2
0.20545629486709344,-0.10226417537130848,0
1.3237886526991918,-0.27725563683535437,0
-0.39068575181825665,-0.09696762181185735,3
-0.5787084465647175,0.11294307361442363,1
-1.3072130124118349,0.18600623682722597,1
-0.3894170319594195,-1.041400569500378,2
0.07619023711746147,1.1244629452033041,3
-1.2884547110906228,0.1768189286560216,2
-0.5937828474215007,0.0974065788401343,2
-1.1628248161257833,0.5157818362106268,0
-1.0970574601507315,-0.9596223295345158,0
-0.9609226521200188,-0.8757571084600596,1
-0.4842714158571516,0.4385000474823153,0
-0.7638783850838486,0.8748363797199062,1
0.9847992406562451,-0.9040889333274506,2
1.3395778192782546,0.9206260187032075,3
-0.35345481443336074,-0.07006445476654603,3
0.0038466397249704684,-0.7449688161787676,0
-0.43671478948739895,0.3990400661929177,0
1.3328868525642898,0.9224756008924418,3
1.5063276799762346,-0.20484839609675998,3
-0.4103911620162576,-1.0408236587646704,2
0.601948186780203,0.1639346715962039,1
-0.40379182882953285,-0.07912977511333784,1
-0.23581276778113408,-0.8601280906267426,1
0.39316617476166654,-0.06920159344402474,1
1.3324445791787294,-0.27991439821050046,2
0.605860796330449,-0.13569575316718802,2
-0.9107708614625869,-0.7288810782478338,2
1.3280976978018866,0.9393107375475294,3
-0.9205815468969595,-0.7370302617534331,2
-0.5522551708313977,1.107416195707575,1
-0.5168793863006939,1.2829197916896367,0
0.48597192979464726,0.2626754434233801,0
0.582210084476846,-1.1987812925215138,1
-1.081642050124358,0.35683684219145556,0
0.6013844147736375,-1.21288534249387,0
1.3299001576317717,0.9492544092115193,3
1.3060846240843336,-0.3296128273423276,3
1.2753426920101554,-0.35506631211424705,0
-1.2901906590265633,0.1852640439989873,1
0.80494064287715,0.24280679574369385,1
1.1117837960211805,0.8519265116994006,3
0.018022470736649848,-0.7379876248091309,3
-0.3433064070729955,0.04101035538524451,3
1.5085461687816986,-0.1998214662339214,3
-0.8530841886396411,-0.6556092832244015,1
1.3263644099357847,0.9441723853178368,3
0.5866187105612404,-1.2276300591532008,0
1.3171435977021302,0.9437867271019318,2
1.5003312587243411,-0.19736034096128396,1
0.977796917228055,-0.8994476616805169,3
-0.315158769432668,0.0520559076661065,1
-0.40959460436266937,-1.033726770589223,2
-0.5101192476229448,1.2958755289346997,2
-1.1317222202798858,-0.9561380325352977,2
-0.5407931013882525,-0.5852652686661807,0
-1.30988303049045,0.20282642054328853,2
-0.3841861567647409,-1.0206663540265961,2
-0.3925125402706876,0.38598280280659036,0
1.1376551171817109,0.8665729326238732,3
-0.5812382920844072,0.11070783320928407,1
-0.5786037743033633,0.11081802127097133,0
1.3189452591852742,-0.31647063508249756,1
1.2834839414025319,-0.320083226258727,0
0.6045188527371415,0.14207260507827793,1
-0.7695607895516771,0.8759492778250256,0
-1.0382118219808243,0.49106606972336886,2
1.3049761126264647,-0.32411846356638063,1
-0.5070344798408886,-0.029206520902629544,0
